288	175	91	52
289	182	73	40
290	182	73	40
291	182	73	40
292	182	73	40
293	182	73	40
294	182	73	40
295	182	73	40
296	182	73	40
297	182	73	40
298	182	73	40
299	182	73	40
300	182	74	40
301	182	74	40
302	182	74	40
303	182	74	40
304	182	74	40
305	182	74	40
306	182	73	40
307	177	93	52
308	176	92	52
309	176	92	52
310	183	84	45
311	103	54	52
312	131	42	32
313	131	42	32
314	131	42	32
315	131	42	32
316	131	42	32
317	131	42	32
318	131	42	32
319	131	42	32
320	131	42	32
321	131	42	32
322	131	42	32
323	131	44	33
324	137	49	35
325	142	51	35
326	135	48	35
327	131	45	34
328	131	45	34
329	131	45	34
330	131	45	34
331	131	45	34
332	131	46	35
333	131	46	35
334	131	46	35
335	131	46	35
336	134	51	38
337	131	47	35
338	126	54	42
339	131	47	35
340	138	51	36
341	131	49	37
342	112	49	43
343	122	46	37
344	119	49	41
345	117	51	43
346	117	51	43
347	117	51	43
348	117	51	43
349	117	51	43
350	117	51	43
351	117	51	43
352	117	51	43
353	128	75	58
354	36	17	47
355	128	75	58
356	36	17	47
357	128	75	58
358	36	17	47
359	128	75	58
360	36	17	47
361	128	75	58
362	36	17	47
363	128	75	58
364	36	17	47
365	128	75	58
366	36	17	47
367	128	75	58
368	36	17	47
369	128	75	58
370	36	17	47
371	128	75	58
372	36	17	47
373	128	75	58
374	36	17	47
375	128	75	58
376	36	17	47
377	128	75	58
378	36	17	47
379	128	75	58
380	36	17	47
381	128	75	58
382	36	17	47
383	71	28	39
384	128	75	58
385	36	17	47
386	128	76	59
387	36	17	47
388	128	76	59
389	36	17	47
390	128	76	59
391	36	17	47
392	128	76	59
393	36	17	47
394	128	76	59
395	36	17	47
396	128	76	59
397	36	17	47
398	36	7	19
399	81	28	34
400	51	27	52
401	44	22	50
402	73	43	58
403	86	24	27
404	28	17	60
405	19	8	42
